MANOILOVA Katrin POSITION,MANOILOVA Katrin LAP TIME,MANOILOVA Katrin ELAPSED TIME,TIKHONOVA Olga POSITION,TIKHONOVA Olga LAP TIME,TIKHONOVA Olga ELAPSED TIME,MALISZEWSKA Natalia POSITION,MALISZEWSKA Natalia LAP TIME,MALISZEWSKA Natalia ELAPSED TIME,KIKUCHI Moemi POSITION,KIKUCHI Moemi LAP TIME,KIKUCHI Moemi ELAPSED TIME,LETAI Julie POSITION,LETAI Julie LAP TIME,LETAI Julie ELAPSED TIME
4,14.20,14.20,4,14.20,,2,13.99,13.99,1,13.84,13.84,3,14.07,14.07
3,10.48,24.68,4,10.54,,2,10.57,24.56,1,10.59,24.43,4,10.67,24.74
3,10.21,34.89,4,10.23,,2,10.23,34.79,1,10.24,34.67,5,10.57,35.31
3,10.11,45.00,4,10.13,,2,10.08,44.87,1,10.10,44.77,5,9.84,45.15
3,9.76,54.76,4,9.74,,2,9.77,54.64,1,9.78,54.55,5,9.78,54.93
5,9.92,1:04.68,3,9.79,,2,9.73,1:04.37,1,9.72,1:04.27,4,9.71,1:04.64
4,10.09,1:14.77,5,10.20,,1,9.58,1:13.95,2,9.73,1:14.00,3,10.05,1:14.69
3,10.16,1:24.93,5,10.70,,1,9.42,1:23.37,2,9.81,1:23.81,4,10.34,1:25.03
3,10.37,1:35.30,5,10.70,,1,9.51,1:32.88,2,10.10,1:33.91,4,10.69,1:35.72
