LIANG Wenhao POSITION,LIANG Wenhao LAP TIME,LIANG Wenhao ELAPSED TIME,SAULITIS Jekabs POSITION,SAULITIS Jekabs LAP TIME,SAULITIS Jekabs ELAPSED TIME,Adam FILIPOWICZ POSITION,Adam FILIPOWICZ LAP TIME,Adam FILIPOWICZ ELAPSED TIME,Viktor KOROLOV POSITION,Viktor KOROLOV LAP TIME,Viktor KOROLOV ELAPSED TIME,Takayuki MURATAKE POSITION,Takayuki MURATAKE LAP TIME,Takayuki MURATAKE ELAPSED TIME
1,6.97,6.97,4,7.23,7.23,2,7.03,7.03,3,7.22,7.22,5,7.39,7.39
1,8.86,15.83,5,9.43,16.66,2,9.02,16.05,4,9.36,16.58,3,9.06,16.45
1,8.39,24.22,5,9.08,25.74,2,8.50,24.55,4,8.84,25.42,3,8.55,25.00
1,8.55,32.77,5,9.13,34.87,2,8.65,33.20,4,8.95,34.37,3,8.41,33.41
1,8.75,41.520,5,9.42,44.283,3,9.86,43.057,4,9.20,43.567,2,8.66,42.069
