Anthony LOBELLO POSITION,Anthony LOBELLO LAP TIME,Anthony LOBELLO ELAPSED TIME,Roberto SERRA POSITION,Roberto SERRA LAP TIME,Roberto SERRA ELAPSED TIME,Asen YORDANOV POSITION,Asen YORDANOV LAP TIME,Asen YORDANOV ELAPSED TIME,Marc-Andre MONETTE POSITION,Marc-Andre MONETTE LAP TIME,Marc-Andre MONETTE ELAPSED TIME
2,6.87,6.87,1,6.78,6.78,4,7.29,7.29,3,6.98,6.98
1,8.85,15.72,2,9.13,15.92,4,8.98,16.28,3,8.99,15.97
1,8.55,24.28,3,8.57,24.49,4,8.67,24.96,2,8.46,24.44
1,8.73,33.02,3,8.67,33.17,4,8.93,33.89,2,8.68,33.12
1,9.05,42.069,2,8.97,42.137,4,9.38,43.262,3,9.05,42.168
