Robert SEIFERT POSITION,Robert SEIFERT LAP TIME,Robert SEIFERT ELAPSED TIME,Jeff SIMON POSITION,Jeff SIMON LAP TIME,Jeff SIMON ELAPSED TIME,Matthew FULLER POSITION,Matthew FULLER LAP TIME,Matthew FULLER ELAPSED TIME,Rafal PIORECKI POSITION,Rafal PIORECKI LAP TIME,Rafal PIORECKI ELAPSED TIME
1,6.77,6.77,3,6.99,6.99,4,7.41,7.41,2,6.88,6.88
1,9.23,16.00,3,9.35,16.34,4,9.37,16.78,2,9.46,16.34
1,8.77,24.77,2,8.75,25.09,4,9.10,25.88,3,9.13,25.47
1,9.00,33.77,2,8.74,33.83,4,9.23,35.11,3,9.23,34.70
0,,DQ,1,9.46,43.282,2,9.60,44.701,3,10.14,44.838
