Vincent ANDRE POSITION,Vincent ANDRE LAP TIME,Vincent ANDRE ELAPSED TIME,Jeff SIMON POSITION,Jeff SIMON LAP TIME,Jeff SIMON ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,Milos VIGAS POSITION,Milos VIGAS LAP TIME,Milos VIGAS ELAPSED TIME,Marco BERTOLDI POSITION,Marco BERTOLDI LAP TIME,Marco BERTOLDI ELAPSED TIME
0,13.668,13.668,0,13.789,13.789,0,13.377,13.377,0,13.254,13.254,0,13.902,13.902
0,10.126,23.794,0,10.277,24.066,0,10.153,23.530,0,10.507,23.761,0,9.986,23.888
0,9.617,33.411,0,9.393,33.459,0,9.894,33.424,0,9.833,33.594,0,9.359,33.247
0,9.767,43.179,0,9.690,43.149,0,9.401,42.824,0,9.842,43.436,0,9.639,42.886
0,9.690,52.869,0,9.775,52.925,0,9.834,52.658,0,9.650,53.087,0,9.938,52.824
0,9.341,1:02.210,0,9.325,1:02.250,0,9.585,1:02.244,0,10.163,1:03.250,0,9.631,1:02.456
0,9.364,1:11.574,0,9.430,1:11.680,0,9.511,1:11.755,0,9.793,1:13.043,0,9.612,1:12.068
0,9.542,1:21.116,0,9.568,1:21.248,0,9.857,1:21.612,0,9.863,1:22.906,0,9.585,1:21.653
0,,,0,,,0,,,0,,,0,,
