Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,LIN Yue POSITION,LIN Yue LAP TIME,LIN Yue ELAPSED TIME,JEON Ji-Soo POSITION,JEON Ji-Soo LAP TIME,JEON Ji-Soo ELAPSED TIME,Kasandra BRADETTE POSITION,Kasandra BRADETTE LAP TIME,Kasandra BRADETTE ELAPSED TIME
1,7.21,7.21,3,7.40,7.40,2,7.29,7.29,4,7.41,7.41
1,9.48,16.69,4,9.58,16.98,2,9.49,16.78,3,9.44,16.85
1,8.92,25.61,4,8.78,25.76,2,8.92,25.70,3,8.87,25.72
1,8.95,34.56,3,9.19,34.95,2,9.14,34.84,4,9.45,35.17
1,9.27,43.829,3,9.29,44.237,2,9.29,44.128,4,9.36,44.525
