Elisa LENKE POSITION,Elisa LENKE LAP TIME,Elisa LENKE ELAPSED TIME,PIERRON Veronique POSITION,PIERRON Veronique LAP TIME,PIERRON Veronique ELAPSED TIME,Alyson DUDEK POSITION,Alyson DUDEK LAP TIME,Alyson DUDEK ELAPSED TIME,Sayuri SHIMIZU POSITION,Sayuri SHIMIZU LAP TIME,Sayuri SHIMIZU ELAPSED TIME
3,13.50,13.50,4,13.65,13.65,2,13.44,13.44,1,13.44,13.44
4,10.36,23.86,3,10.21,23.86,1,10.25,23.69,2,10.28,23.72
4,10.15,34.01,1,9.70,33.56,2,10.03,33.72,3,10.12,33.84
4,10.14,44.15,1,10.37,43.93,2,10.28,44.00,3,10.25,44.09
4,10.78,54.93,1,10.68,54.61,2,10.71,54.71,3,10.72,54.81
4,10.42,1:05.35,2,10.40,1:05.01,1,10.16,1:04.87,3,10.32,1:05.13
4,10.41,1:15.76,2,10.10,1:15.11,1,10.13,1:15.00,3,10.09,1:15.22
4,10.73,1:26.49,2,10.10,1:25.21,1,10.10,1:25.10,3,10.10,1:25.32
4,11.02,1:37.503,2,10.05,1:35.254,1,10.07,1:35.169,3,10.03,1:35.341
