Shaoang LIU POSITION,Shaoang LIU LAP TIME,Shaoang LIU ELAPSED TIME,Pierre BODA POSITION,Pierre BODA LAP TIME,Pierre BODA ELAPSED TIME,Dan IWASA POSITION,Dan IWASA LAP TIME,Dan IWASA ELAPSED TIME,Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME,CASSINELLI Andrea POSITION,CASSINELLI Andrea LAP TIME,CASSINELLI Andrea ELAPSED TIME
1,13.43,13.43,2,13.50,13.50,3,13.53,13.53,4,13.55,13.55,5,13.60,13.60
4,10.23,23.66,1,9.86,23.36,5,10.27,23.80,3,9.95,23.50,2,9.88,23.48
4,9.94,33.60,1,9.92,33.28,5,9.91,33.71,2,9.92,33.42,3,10.03,33.51
3,9.53,43.13,2,9.77,43.05,4,9.44,43.15,1,9.54,42.96,5,9.65,43.16
4,9.34,52.47,5,9.71,52.76,1,8.98,52.13,2,9.39,52.35,3,9.28,52.44
4,9.11,1:01.58,5,9.02,1:01.78,1,9.19,1:01.32,2,9.04,1:01.39,3,9.04,1:01.48
3,8.87,1:10.45,5,9.03,1:10.81,2,9.03,1:10.35,1,8.93,1:10.32,4,9.11,1:10.59
3,8.88,1:19.33,5,9.09,1:19.90,2,8.91,1:19.26,1,8.83,1:19.15,4,8.90,1:19.49
2,8.79,1:28.110,5,9.50,1:29.379,3,8.90,1:28.144,1,8.87,1:28.004,4,8.99,1:28.451
