HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,J.R. CELSKI POSITION,J.R. CELSKI LAP TIME,J.R. CELSKI ELAPSED TIME,Samuel GIRARD POSITION,Samuel GIRARD LAP TIME,Samuel GIRARD ELAPSED TIME,HWANG Dae Heon POSITION,HWANG Dae Heon LAP TIME,HWANG Dae Heon ELAPSED TIME,Victor AN POSITION,Victor AN LAP TIME,Victor AN ELAPSED TIME
1,12.49,12.49,2,12.56,12.56,2,12.56,12.56,4,12.71,12.71,5,12.81,12.81
2,9.53,22.02,3,9.62,22.18,1,9.38,21.94,4,9.58,22.29,5,9.58,22.39
2,9.22,31.24,4,9.20,31.38,1,9.26,31.20,3,9.00,31.29,5,9.08,31.47
1,8.76,40.00,4,8.91,40.29,2,8.87,40.07,3,8.89,40.18,5,8.93,40.40
1,8.92,48.92,4,8.97,49.26,2,8.94,49.01,3,8.96,49.14,5,8.94,49.34
1,8.99,57.91,4,8.95,58.21,2,8.99,58.00,3,8.97,58.11,5,8.95,58.29
1,9.03,1:06.94,4,8.99,1:07.20,2,9.04,1:07.04,3,8.99,1:07.10,5,9.00,1:07.29
1,9.00,1:15.94,4,8.94,1:16.14,2,8.96,1:16.00,3,8.92,1:16.02,5,8.96,1:16.25
2,9.06,1:25.00,3,9.08,1:25.22,5,9.52,1:25.528,1,8.87,1:24.89,4,9.22,1:25.476
