Rumiana DIMITROVA POSITION,Rumiana DIMITROVA LAP TIME,Rumiana DIMITROVA ELAPSED TIME,Petra JASZAPATI POSITION,Petra JASZAPATI LAP TIME,Petra JASZAPATI ELAPSED TIME,Kristina METTA POSITION,Kristina METTA LAP TIME,Kristina METTA ELAPSED TIME,KIKUCHI Sumire POSITION,KIKUCHI Sumire LAP TIME,KIKUCHI Sumire ELAPSED TIME
2,7.40,7.40,1,7.30,7.30,3,8.38,8.38,4,14.78,14.78
3,10.62,18.02,1,10.34,17.64,4,10.32,18.70,2,,17.76
3,9.67,27.69,1,9.16,26.80,4,10.10,28.80,2,9.70,27.46
3,9.88,37.57,1,9.74,36.54,4,10.37,39.17,2,9.22,36.68
3,10.26,47.827,2,9.73,46.268,4,10.16,49.326,1,9.45,46.126
