Mark JACKSON POSITION,Mark JACKSON LAP TIME,Mark JACKSON ELAPSED TIME,Rusty SMITH POSITION,Rusty SMITH LAP TIME,Rusty SMITH ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,Yevgen YAKOVLEV POSITION,Yevgen YAKOVLEV LAP TIME,Yevgen YAKOVLEV ELAPSED TIME
4,7.228,7.228,1,6.826,6.826,2,7.024,7.024,3,7.095,7.095
4,9.561,16.789,1,9.271,16.097,2,9.133,16.156,3,9.294,16.389
4,9.146,25.934,2,9.108,25.204,1,8.875,25.031,3,9.240,25.628
3,9.202,35.136,1,8.899,34.103,2,9.095,34.126,4,9.510,35.138
3,9.54,44.673,2,9.48,43.580,1,9.33,43.450,4,9.69,44.823
