Tom IVESON POSITION,Tom IVESON LAP TIME,Tom IVESON ELAPSED TIME,Takafumi NISHITANI POSITION,Takafumi NISHITANI LAP TIME,Takafumi NISHITANI ELAPSED TIME,Francois-Louis TREMBLAY POSITION,Francois-Louis TREMBLAY LAP TIME,Francois-Louis TREMBLAY ELAPSED TIME,Sebastian PRAUS POSITION,Sebastian PRAUS LAP TIME,Sebastian PRAUS ELAPSED TIME
3,13.782,13.782,2,13.581,13.581,1,13.569,13.569,4,14.025,14.025
3,10.168,23.949,2,10.289,23.869,1,10.006,23.575,4,10.111,24.136
1,9.546,33.495,3,9.805,33.674,2,10.083,33.657,4,9.598,33.733
2,9.648,43.143,3,9.825,43.498,1,9.304,42.960,4,9.913,43.646
1,9.544,52.686,2,9.438,52.935,3,9.978,52.938,4,9.607,53.253
1,9.400,1:02.085,2,9.431,1:02.366,3,9.506,1:02.443,4,9.601,1:02.853
2,10.022,1:12.106,3,9.749,1:12.114,1,9.537,1:11.980,4,9.597,1:12.450
1,9.374,1:21.480,3,9.871,1:21.984,2,9.579,1:21.559,4,9.664,1:22.114
4,11.00,1:32.474,3,10.15,1:32.128,1,10.04,1:31.591,2,9.91,1:32.022
