JIN Sun-Yu POSITION,JIN Sun-Yu LAP TIME,JIN Sun-Yu ELAPSED TIME,Nina EVTEEVA POSITION,Nina EVTEEVA LAP TIME,Nina EVTEEVA ELAPSED TIME,Anna ROMANOWICZ POSITION,Anna ROMANOWICZ LAP TIME,Anna ROMANOWICZ ELAPSED TIME,Anouk ZOUTENDIJK POSITION,Anouk ZOUTENDIJK LAP TIME,Anouk ZOUTENDIJK ELAPSED TIME
2,15.774,15.774,3,15.819,15.819,1,15.289,15.289,0,,
4,12.190,27.964,1,11.685,27.504,3,12.353,27.642,2,,27.564
4,11.859,39.823,1,11.724,39.227,3,11.930,39.572,2,12.005,39.568
4,10.777,50.600,1,10.855,50.083,3,10.700,50.272,2,10.622,50.190
4,9.971,1:00.571,1,10.054,1:00.137,2,9.906,1:00.178,3,10.096,1:00.286
4,10.004,1:10.574,2,10.066,1:10.203,1,9.980,1:10.158,3,9.965,1:10.251
4,10.130,1:20.704,1,10.025,1:20.228,3,10.410,1:20.568,2,10.062,1:20.313
3,9.734,1:30.438,1,10.040,1:30.269,2,9.738,1:30.306,4,10.226,1:30.539
1,9.533,1:39.971,2,9.965,1:40.234,3,10.310,1:40.616,4,10.549,1:41.088
