Robert SEIFERT POSITION,Robert SEIFERT LAP TIME,Robert SEIFERT ELAPSED TIME,Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME,Jack WHELBOURNE POSITION,Jack WHELBOURNE LAP TIME,Jack WHELBOURNE ELAPSED TIME,Bartosz KONOPKO POSITION,Bartosz KONOPKO LAP TIME,Bartosz KONOPKO ELAPSED TIME,Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME
1,6.72,6.72,4,7.15,7.15,2,6.87,6.87,3,7.04,7.04,5,7.23,7.23
1,8.91,15.63,4,9.05,16.20,2,8.85,15.72,3,8.79,15.83,5,9.06,16.29
1,8.51,24.14,4,8.38,24.58,2,8.51,24.23,3,8.49,24.32,5,8.57,24.86
1,8.69,32.83,4,8.51,33.09,2,8.67,32.90,3,8.70,33.02,5,8.65,33.51
1,8.89,41.718,4,34.44,1:07.525,2,8.99,41.882,5,39.91,1:12.928,3,8.89,42.396
