CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,Andrea KESZLER POSITION,Andrea KESZLER LAP TIME,Andrea KESZLER ELAPSED TIME,LIN Yue POSITION,LIN Yue LAP TIME,LIN Yue ELAPSED TIME
2,7.39,7.39,1,7.25,7.25,3,7.53,7.53,4,7.63,7.63
2,9.53,16.92,1,9.55,16.80,3,9.50,17.03,4,9.48,17.11
2,9.04,25.96,1,9.13,25.93,4,9.11,26.14,3,8.93,26.04
2,9.25,35.21,1,9.11,35.04,4,9.34,35.48,3,9.27,35.31
2,9.23,44.432,1,9.34,44.373,4,9.37,44.843,3,9.28,44.586
