LEPAPE Sebastien POSITION,LEPAPE Sebastien LAP TIME,LEPAPE Sebastien ELAPSED TIME,EYBOG Daniil POSITION,EYBOG Daniil LAP TIME,EYBOG Daniil ELAPSED TIME,DESMET Stijn POSITION,DESMET Stijn LAP TIME,DESMET Stijn ELAPSED TIME,HAN Tianyu POSITION,HAN Tianyu LAP TIME,HAN Tianyu ELAPSED TIME,LEE Han-Bin POSITION,LEE Han-Bin LAP TIME,LEE Han-Bin ELAPSED TIME
1,13.96,13.96,4,14.31,14.31,5,14.50,14.50,3,14.22,14.22,2,14.11,14.11
2,10.14,24.10,4,9.96,24.27,5,9.90,24.40,1,9.81,24.03,3,10.12,24.23
1,9.30,33.40,4,9.37,33.64,5,9.36,33.76,3,9.58,33.61,2,9.28,33.51
1,9.00,42.40,4,9.03,42.67,5,9.04,42.80,3,8.92,42.53,2,8.90,42.41
3,8.89,51.29,4,8.79,51.46,5,8.80,51.60,2,8.76,51.29,1,8.80,51.21
3,9.01,1:00.30,4,8.96,1:00.42,5,8.93,1:00.53,2,8.94,1:00.23,1,8.87,1:00.08
3,8.81,1:09.11,4,8.79,1:09.21,5,8.96,1:09.49,2,8.80,1:09.03,1,8.84,1:08.92
3,8.89,1:18.00,4,8.99,1:18.20,5,9.19,1:18.68,2,8.83,1:17.86,1,8.92,1:17.84
2,9.43,1:27.430,3,9.37,1:27.564,4,9.54,1:28.217,0,,PEN,1,9.56,1:27.399
