CHEN Dequan POSITION,CHEN Dequan LAP TIME,CHEN Dequan ELAPSED TIME,Nathaniel HENRY POSITION,Nathaniel HENRY LAP TIME,Nathaniel HENRY ELAPSED TIME,Guillaume BASTILLE POSITION,Guillaume BASTILLE LAP TIME,Guillaume BASTILLE ELAPSED TIME,Ryosuke SAKAZUME POSITION,Ryosuke SAKAZUME LAP TIME,Ryosuke SAKAZUME ELAPSED TIME,Ruslan ZAKHAROV POSITION,Ruslan ZAKHAROV LAP TIME,Ruslan ZAKHAROV ELAPSED TIME
4,12.70,12.70,2,12.50,12.50,1,12.37,12.37,5,12.83,12.83,3,12.58,12.58
4,9.60,22.30,2,9.59,22.09,1,9.62,21.99,5,9.55,22.38,3,9.61,22.19
4,9.42,31.72,2,9.41,31.50,1,9.41,31.40,5,9.43,31.81,3,9.40,31.59
4,9.19,40.91,5,9.42,40.92,1,9.33,40.73,3,9.09,40.90,2,9.23,40.82
4,9.24,50.15,5,9.37,50.29,1,9.15,49.88,3,9.17,50.07,2,9.16,49.98
4,9.17,59.32,5,9.21,59.50,1,9.14,59.02,3,9.15,59.22,2,9.13,59.11
4,9.04,1:08.36,5,9.29,1:08.79,1,9.06,1:08.08,3,9.05,1:08.27,2,9.05,1:08.16
4,9.15,1:17.51,5,9.39,1:18.18,1,9.12,1:17.20,3,9.10,1:17.37,2,9.11,1:17.27
3,9.06,1:26.569,5,23.78,1:41.956,1,9.28,1:26.471,4,9.43,1:26.795,2,9.24,1:26.507
