J.R. CELSKI POSITION,J.R. CELSKI LAP TIME,J.R. CELSKI ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,LEE Ho-Suk POSITION,LEE Ho-Suk LAP TIME,LEE Ho-Suk ELAPSED TIME,Richard SHOEBRIDGE POSITION,Richard SHOEBRIDGE LAP TIME,Richard SHOEBRIDGE ELAPSED TIME
1,6.81,6.81,2,6.89,6.89,4,7.17,7.17,3,7.00,7.00
1,8.88,15.69,2,8.89,15.78,4,8.80,15.97,3,8.87,15.87
1,8.33,24.02,2,8.32,24.10,4,8.32,24.29,3,8.35,24.22
1,8.45,32.47,2,8.48,32.58,3,8.38,32.67,4,8.55,32.77
1,8.68,41.144,3,8.79,41.363,2,8.62,41.285,4,8.77,41.536
