JIA Haidong POSITION,JIA Haidong LAP TIME,JIA Haidong ELAPSED TIME,Firat YARDIMCI POSITION,Firat YARDIMCI LAP TIME,Firat YARDIMCI ELAPSED TIME,PETRE Ward POSITION,PETRE Ward LAP TIME,PETRE Ward ELAPSED TIME,Teppei KIKUCHI POSITION,Teppei KIKUCHI LAP TIME,Teppei KIKUCHI ELAPSED TIME,Andras SZIKLASI POSITION,Andras SZIKLASI LAP TIME,Andras SZIKLASI ELAPSED TIME
1,6.74,6.74,2,7.15,7.15,4,7.26,7.26,3,7.22,7.22,5,7.32,7.32
1,8.76,15.50,2,8.95,16.10,5,9.23,16.49,3,8.93,16.15,4,8.98,16.30
1,8.34,23.84,2,8.39,24.49,5,8.42,24.91,3,8.46,24.61,4,8.40,24.70
1,8.50,32.34,2,8.47,32.96,5,8.49,33.40,3,8.45,33.06,4,8.43,33.13
1,8.77,41.11,2,8.67,41.632,5,8.71,42.113,3,8.65,41.716,4,8.65,41.783
