Roberto SERRA POSITION,Roberto SERRA LAP TIME,Roberto SERRA ELAPSED TIME,Oleksiy KOSHELENKO POSITION,Oleksiy KOSHELENKO LAP TIME,Oleksiy KOSHELENKO ELAPSED TIME,David Mano LOTH POSITION,David Mano LOTH LAP TIME,David Mano LOTH ELAPSED TIME,Bartosz KONOPKO POSITION,Bartosz KONOPKO LAP TIME,Bartosz KONOPKO ELAPSED TIME
3,7.18,7.18,1,6.80,6.80,4,7.27,7.27,2,7.07,7.07
3,9.22,16.40,1,9.33,16.14,4,9.24,16.51,2,9.14,16.21
3,8.90,25.31,1,8.98,25.12,4,8.99,25.50,2,9.00,25.22
3,9.34,34.66,1,9.25,34.38,4,9.26,34.76,2,9.30,34.53
2,9.35,44.002,3,9.69,44.066,4,58.82,1:33.571,1,9.43,43.953
