Dan IWASA POSITION,Dan IWASA LAP TIME,Dan IWASA ELAPSED TIME,Jens ALMEY POSITION,Jens ALMEY LAP TIME,Jens ALMEY ELAPSED TIME,NIKISHA Denis POSITION,NIKISHA Denis LAP TIME,NIKISHA Denis ELAPSED TIME,KAUFMANN-LUDWIG Leon POSITION,KAUFMANN-LUDWIG Leon LAP TIME,KAUFMANN-LUDWIG Leon ELAPSED TIME
2,13.89,13.89,1,13.75,13.75,3,14.02,14.02,4,14.20,14.20
1,11.22,25.11,2,11.44,25.19,3,11.33,25.35,4,11.30,25.50
1,10.79,35.90,2,10.82,36.01,3,10.66,36.01,4,10.62,36.12
2,9.27,45.17,4,9.44,45.45,1,9.01,45.02,3,9.22,45.34
2,9.08,54.25,4,9.04,54.49,1,9.13,54.15,3,8.99,54.33
2,9.17,1:03.42,4,9.12,1:03.61,1,9.17,1:03.32,3,9.16,1:03.49
2,9.20,1:12.62,4,9.25,1:12.86,1,9.22,1:12.54,3,9.23,1:12.72
2,9.24,1:21.86,4,9.26,1:22.12,1,9.23,1:21.77,3,9.26,1:21.98
1,9.16,1:31.020,4,9.25,1:31.368,2,9.44,1:31.202,3,9.26,1:31.234
