Francois-Louis TREMBLAY POSITION,Francois-Louis TREMBLAY LAP TIME,Francois-Louis TREMBLAY ELAPSED TIME,Jeff SIMON POSITION,Jeff SIMON LAP TIME,Jeff SIMON ELAPSED TIME,LEE Seung-Hoon POSITION,LEE Seung-Hoon LAP TIME,LEE Seung-Hoon ELAPSED TIME,Satoshi SAKASHITA POSITION,Satoshi SAKASHITA LAP TIME,Satoshi SAKASHITA ELAPSED TIME
1,6.660,6.660,3,6.990,6.990,2,6.750,6.750,4,7.000,7.000
1,9.000,15.670,2,9.090,16.080,3,9.430,16.190,4,9.190,16.200
1,8.510,24.190,3,8.430,24.510,4,8.450,24.640,2,8.050,24.260
1,8.680,32.870,2,8.470,32.990,4,8.730,33.380,3,9.050,33.320
1,8.880,41.750,2,9.010,42.000,3,8.730,42.110,4,9.630,42.950
