SCHULTING Suzanne POSITION,SCHULTING Suzanne LAP TIME,SCHULTING Suzanne ELAPSED TIME,CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,HUOT MARCHAND Tifany POSITION,HUOT MARCHAND Tifany LAP TIME,HUOT MARCHAND Tifany ELAPSED TIME,BACSKAI Sara Luca POSITION,BACSKAI Sara Luca LAP TIME,BACSKAI Sara Luca ELAPSED TIME,PROSVIRNOVA Sofia POSITION,PROSVIRNOVA Sofia LAP TIME,PROSVIRNOVA Sofia ELAPSED TIME
3,13.48,,1,13.43,13.43,2,13.46,13.46,4,13.69,13.69,5,13.84,13.84
3,9.96,,1,9.87,23.30,2,9.92,23.38,4,9.87,23.56,5,9.85,23.69
3,9.89,,1,9.74,33.04,5,10.10,33.48,2,9.67,33.23,4,9.69,33.38
3,9.68,,1,9.74,42.78,5,9.75,43.23,2,9.67,42.90,4,9.71,43.09
3,9.46,,1,9.52,52.30,5,9.45,52.68,2,9.49,52.39,4,9.51,52.60
3,9.33,,1,9.33,1:01.63,5,9.32,1:02.00,2,9.34,1:01.73,4,9.31,1:01.91
2,9.17,,1,9.22,1:10.85,5,9.20,1:11.20,3,9.27,1:11.00,4,9.19,1:11.10
2,9.21,,1,9.27,1:20.12,4,9.29,1:20.49,5,9.50,1:20.50,3,9.21,1:20.31
2,9.50,,1,9.49,1:29.61,4,9.36,1:29.85,5,9.94,1:30.44,3,9.46,1:29.77
