CASSINELLI Andrea POSITION,CASSINELLI Andrea LAP TIME,CASSINELLI Andrea ELAPSED TIME,Myukerrem TOP POSITION,Myukerrem TOP LAP TIME,Myukerrem TOP ELAPSED TIME,LEE Jung Su POSITION,LEE Jung Su LAP TIME,LEE Jung Su ELAPSED TIME,J.R. CELSKI POSITION,J.R. CELSKI LAP TIME,J.R. CELSKI ELAPSED TIME,BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME
3,13.48,13.48,5,13.95,13.95,1,13.21,13.21,2,13.36,13.36,4,13.67,13.67
4,10.19,23.67,5,10.02,23.97,1,10.21,23.42,2,10.18,23.54,3,9.91,23.58
4,9.85,33.52,5,9.75,33.72,1,9.76,33.18,2,9.77,33.31,3,9.83,33.41
4,9.64,43.16,5,9.72,43.44,1,9.69,42.87,2,9.66,42.97,3,9.64,43.05
4,9.53,52.69,5,9.66,53.10,1,9.52,52.39,2,9.50,52.47,3,9.51,52.56
4,9.36,1:02.05,5,9.83,1:02.93,1,9.32,1:01.71,2,9.31,1:01.78,3,9.36,1:01.92
4,9.41,1:11.46,5,10.32,1:13.25,2,9.46,1:11.17,1,9.24,1:11.02,3,9.43,1:11.35
4,9.54,1:21.00,5,10.82,1:24.07,2,9.41,1:20.58,1,9.21,1:20.23,3,9.50,1:20.85
4,10.08,1:31.077,5,11.24,1:35.301,2,9.76,1:30.338,1,9.44,1:29.669,3,9.80,1:30.643
