YOO Ji-Hoon POSITION,YOO Ji-Hoon LAP TIME,YOO Ji-Hoon ELAPSED TIME,Gabor GALAMBOS POSITION,Gabor GALAMBOS LAP TIME,Gabor GALAMBOS ELAPSED TIME,Takahiro FUJIMOTO POSITION,Takahiro FUJIMOTO LAP TIME,Takahiro FUJIMOTO ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME
2,6.774,6.774,1,6.619,6.619,3,6.905,6.905,4,7.007,7.007
4,9.613,16.386,3,9.756,16.375,2,9.353,16.257,1,9.187,16.193
3,9.106,25.491,2,9.040,25.414,1,9.152,25.408,4,9.431,25.623
2,9.284,34.774,4,9.514,34.928,3,9.446,34.854,1,9.143,34.766
3,9.70,44.468,4,9.59,44.513,2,9.54,44.388,1,9.40,44.163
