WANG Xinyue POSITION,WANG Xinyue LAP TIME,WANG Xinyue ELAPSED TIME,Tatiana BORODULINA POSITION,Tatiana BORODULINA LAP TIME,Tatiana BORODULINA ELAPSED TIME,Kalyna ROBERGE POSITION,Kalyna ROBERGE LAP TIME,Kalyna ROBERGE ELAPSED TIME
1,15.81,15.81,2,16.02,16.02,3,16.04,16.04
1,12.65,28.46,2,12.69,28.71,3,12.78,28.82
1,12.45,40.91,2,12.41,41.12,3,12.52,41.34
1,11.42,52.33,2,11.43,52.55,3,11.22,52.56
1,10.35,1:02.68,2,10.65,1:03.20,3,10.66,1:03.22
1,10.49,1:13.17,2,10.35,1:13.55,3,10.41,1:13.63
2,9.90,1:23.07,1,9.51,1:23.06,3,9.64,1:23.27
1,9.14,1:32.21,2,9.31,1:32.37,3,9.13,1:32.40
3,9.85,1:42.054,2,9.54,1:41.908,1,9.41,1:41.805
