START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,season,competition,event,gender,round,race
1,12.12,12.12,3,12.39,12.39,2,12.32,12.32,2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",5000mRelay,m,Heats,5
1,9.94,22.06,3,9.99,22.38,2,9.87,22.19,2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",5000mRelay,m,Heats,5
1,10.48,32.54,3,10.51,32.89,2,10.42,32.61,2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",5000mRelay,m,Heats,5
1,9.97,42.51,3,10.08,42.97,2,10.27,42.88,2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",5000mRelay,m,Heats,5
1,10.08,52.59,3,9.84,52.81,2,9.76,52.64,2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",5000mRelay,m,Heats,5
1,9.42,1:02.01,2,9.23,1:02.04,3,9.47,1:02.11,2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",5000mRelay,m,Heats,5
2,9.36,1:11.37,1,9.20,1:11.24,3,9.38,1:11.49,2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",5000mRelay,m,Heats,5
2,9.27,1:20.64,1,9.27,1:20.51,3,9.38,1:20.87,2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",5000mRelay,m,Heats,5
2,9.14,1:29.78,1,9.26,1:29.77,3,9.11,1:29.98,2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",5000mRelay,m,Heats,5
1,9.19,1:38.97,2,9.21,1:38.98,3,9.31,1:39.29,2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",5000mRelay,m,Heats,5
1,9.40,1:48.37,2,9.45,1:48.43,3,9.22,1:48.51,2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",5000mRelay,m,Heats,5
2,9.26,1:57.63,1,9.08,1:57.51,3,9.19,1:57.70,2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",5000mRelay,m,Heats,5
2,9.06,2:06.69,1,9.18,2:06.69,3,9.18,2:06.88,2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",5000mRelay,m,Heats,5
2,9.23,2:15.92,1,9.15,2:15.84,3,9.19,2:16.07,2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",5000mRelay,m,Heats,5
1,9.08,2:25.00,2,9.17,2:25.01,3,9.20,2:25.27,2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",5000mRelay,m,Heats,5
3,9.42,2:34.42,1,9.26,2:34.27,2,9.13,2:34.40,2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",5000mRelay,m,Heats,5
2,9.34,2:43.76,1,9.46,2:43.73,3,9.49,2:43.89,2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",5000mRelay,m,Heats,5
2,9.25,2:53.01,1,9.20,2:52.93,3,9.25,2:53.14,2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",5000mRelay,m,Heats,5
2,9.08,3:02.09,1,9.13,3:02.06,3,9.08,3:02.22,2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",5000mRelay,m,Heats,5
2,9.11,3:11.20,1,9.07,3:11.13,3,9.24,3:11.46,2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",5000mRelay,m,Heats,5
