MANOILOVA Katrin POSITION,MANOILOVA Katrin LAP TIME,MANOILOVA Katrin ELAPSED TIME,ZHANG Qichao POSITION,ZHANG Qichao LAP TIME,ZHANG Qichao ELAPSED TIME,Hitomi SAITO POSITION,Hitomi SAITO LAP TIME,Hitomi SAITO ELAPSED TIME,LEE Eun Byul POSITION,LEE Eun Byul LAP TIME,LEE Eun Byul ELAPSED TIME
4,13.89,13.89,1,13.46,13.46,2,13.60,13.60,3,13.72,13.72
4,10.35,24.24,1,10.44,23.90,2,10.41,24.01,3,10.38,24.10
4,10.25,34.49,1,10.30,34.20,2,10.30,34.31,3,10.29,34.39
4,10.20,44.69,1,10.18,44.38,3,10.25,44.56,2,10.07,44.46
4,10.09,54.78,1,10.03,54.41,3,10.11,54.67,2,10.08,54.54
4,9.92,1:04.70,1,9.93,1:04.34,3,9.89,1:04.56,2,9.93,1:04.47
4,9.77,1:14.47,1,9.81,1:14.15,3,9.75,1:14.31,2,9.75,1:14.22
4,9.76,1:24.23,1,9.72,1:23.87,3,9.75,1:24.06,2,9.74,1:23.96
4,10.06,1:34.29,1,9.83,1:33.70,3,9.72,1:33.78,2,9.78,1:33.74
