LIU Songbo POSITION,LIU Songbo LAP TIME,LIU Songbo ELAPSED TIME,Alexandre ST JEAN POSITION,Alexandre ST JEAN LAP TIME,Alexandre ST JEAN ELAPSED TIME,Hiroki YOKOYAMA POSITION,Hiroki YOKOYAMA LAP TIME,Hiroki YOKOYAMA ELAPSED TIME,Milos APELTAUER POSITION,Milos APELTAUER LAP TIME,Milos APELTAUER ELAPSED TIME
1,6.85,6.85,2,7.20,7.20,4,7.64,7.64,3,7.53,7.53
1,8.95,15.80,2,9.08,16.28,4,9.43,17.07,3,9.36,16.89
1,8.95,24.75,2,8.84,25.12,4,8.95,26.02,3,8.93,25.82
1,8.83,33.58,2,8.75,33.87,4,8.85,34.87,3,8.93,34.75
1,9.23,42.809,2,9.20,43.070,3,9.34,44.208,4,9.51,44.260
