Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,SHI Jingnan POSITION,SHI Jingnan LAP TIME,SHI Jingnan ELAPSED TIME,PARK Se Yeong POSITION,PARK Se Yeong LAP TIME,PARK Se Yeong ELAPSED TIME,KWAK Yoon-Gy POSITION,KWAK Yoon-Gy LAP TIME,KWAK Yoon-Gy ELAPSED TIME
1,6.93,6.93,3,7.01,7.01,2,6.97,6.97,4,7.21,7.21
1,8.70,15.63,3,8.87,15.88,2,8.81,15.78,4,8.79,16.00
1,8.27,23.90,3,8.14,24.02,2,8.17,23.95,4,8.11,24.11
1,8.34,32.24,4,8.48,32.50,2,8.48,32.43,3,8.32,32.43
1,8.57,40.803,4,8.56,41.060,3,8.62,41.048,2,8.41,40.837
