BINEY Maame POSITION,BINEY Maame LAP TIME,BINEY Maame ELAPSED TIME,Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,QU Chunyu POSITION,QU Chunyu LAP TIME,QU Chunyu ELAPSED TIME,MALISZEWSKA Natalia POSITION,MALISZEWSKA Natalia LAP TIME,MALISZEWSKA Natalia ELAPSED TIME,Charlotte GILMARTIN POSITION,Charlotte GILMARTIN LAP TIME,Charlotte GILMARTIN ELAPSED TIME
1,12.73,12.73,4,13.29,13.29,3,13.17,,2,12.88,12.88,5,13.42,13.42
2,10.36,23.09,5,10.14,23.43,1,9.81,,4,10.43,23.31,3,9.82,23.24
1,10.00,33.09,3,9.73,33.16,2,10.16,,5,10.14,33.45,4,10.05,33.29
1,9.63,42.72,2,9.72,42.88,3,9.86,,5,9.83,43.28,4,9.88,43.17
5,11.68,54.40,1,9.84,52.72,4,10.10,,3,9.68,52.96,2,9.74,52.91
5,11.48,1:05.88,1,9.98,1:02.70,4,10.07,,3,10.00,1:02.96,2,9.95,1:02.86
5,10.71,1:16.59,1,9.90,1:12.60,4,9.92,,3,10.05,1:13.01,2,10.05,1:12.91
5,11.41,1:28.00,1,9.87,1:22.47,3,10.56,,4,10.68,1:23.69,2,10.42,1:23.33
5,12.50,1:40.50,1,10.00,1:32.47,2,10.14,,4,11.30,1:34.99,3,10.60,1:33.93
