Olivier JEAN POSITION,Olivier JEAN LAP TIME,Olivier JEAN ELAPSED TIME,Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME,Takayuki MURATAKE POSITION,Takayuki MURATAKE LAP TIME,Takayuki MURATAKE ELAPSED TIME,Jonas KAUFMANN-LUDWIG POSITION,Jonas KAUFMANN-LUDWIG LAP TIME,Jonas KAUFMANN-LUDWIG ELAPSED TIME
1,6.89,6.89,2,7.08,7.08,3,7.17,7.17,4,7.17,7.17
1,8.86,15.75,2,8.93,16.01,4,9.06,16.23,3,8.94,16.11
1,8.40,24.15,2,8.35,24.36,4,8.37,24.60,3,8.38,24.49
1,8.46,32.61,2,8.51,32.87,3,8.41,33.01,4,8.62,33.11
1,8.62,41.221,2,8.70,41.561,3,8.61,41.613,4,8.64,41.741
