BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME,HAN Tianyu POSITION,HAN Tianyu LAP TIME,HAN Tianyu ELAPSED TIME,Davide VISCARDI POSITION,Davide VISCARDI LAP TIME,Davide VISCARDI ELAPSED TIME,Menderes EREN POSITION,Menderes EREN LAP TIME,Menderes EREN ELAPSED TIME
2,7.08,7.08,1,6.92,6.92,3,7.24,7.24,4,7.50,7.50
2,8.85,15.93,1,8.76,15.68,3,9.07,16.31,4,9.18,16.68
2,8.40,24.33,1,8.43,24.11,3,8.75,25.06,4,8.85,25.53
2,8.42,32.75,1,8.59,32.70,3,8.82,33.88,4,9.06,34.59
2,8.77,41.52,1,8.74,41.44,3,8.99,42.87,4,9.29,43.88
