Anna BEISER POSITION,Anna BEISER LAP TIME,Anna BEISER ELAPSED TIME,Caroline MURPHY POSITION,Caroline MURPHY LAP TIME,Caroline MURPHY ELAPSED TIME,IVANDIC Danijela POSITION,IVANDIC Danijela LAP TIME,IVANDIC Danijela ELAPSED TIME,Evelien van KERCKVOORDE POSITION,Evelien van KERCKVOORDE LAP TIME,Evelien van KERCKVOORDE ELAPSED TIME
1,7.88,7.88,4,16.05,16.05,3,9.47,9.47,2,8.11,8.11
1,10.12,18.00,4,13.80,29.85,3,10.56,20.03,2,9.99,18.10
1,9.57,27.57,4,10.41,40.26,3,9.92,29.95,2,9.50,27.60
1,9.71,37.28,4,10.28,50.54,3,10.08,40.03,2,10.00,37.60
1,9.99,47.247,4,11.02,1:01.541,3,10.40,50.401,2,10.34,47.965
