Robert SEIFERT POSITION,Robert SEIFERT LAP TIME,Robert SEIFERT ELAPSED TIME,Jakub JAWORSKI POSITION,Jakub JAWORSKI LAP TIME,Jakub JAWORSKI ELAPSED TIME,SAULITIS Jekabs POSITION,SAULITIS Jekabs LAP TIME,SAULITIS Jekabs ELAPSED TIME,Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME
1,6.81,6.81,2,7.01,7.01,3,7.10,7.10,4,7.33,7.33
1,8.88,15.69,2,9.07,16.08,3,9.07,16.17,4,9.11,16.44
1,8.73,24.42,2,8.55,24.63,3,8.66,24.83,4,8.57,25.01
1,8.84,33.26,2,8.76,33.39,3,8.63,33.46,4,8.54,33.55
1,9.06,42.311,3,9.28,42.664,2,9.04,42.500,0,,PEN
