Peter DARAZS POSITION,Peter DARAZS LAP TIME,Peter DARAZS ELAPSED TIME,WANG Baojian POSITION,WANG Baojian LAP TIME,WANG Baojian ELAPSED TIME,Roberto SERRA POSITION,Roberto SERRA LAP TIME,Roberto SERRA ELAPSED TIME,SONG Suk-Woo POSITION,SONG Suk-Woo LAP TIME,SONG Suk-Woo ELAPSED TIME
3,6.804,6.804,1,6.670,6.670,4,7.011,7.011,2,6.751,6.751
2,9.226,16.029,1,9.205,15.875,4,9.235,16.245,3,9.335,16.085
3,8.923,24.952,1,8.913,24.788,4,8.897,25.142,2,8.773,24.857
3,8.964,33.916,1,8.910,33.697,4,8.928,34.069,2,8.999,33.855
3,9.18,43.087,1,9.26,42.948,4,9.70,43.768,2,9.18,43.033
