SUNG Si-Bak POSITION,SUNG Si-Bak LAP TIME,SUNG Si-Bak ELAPSED TIME,Jeff SIMON POSITION,Jeff SIMON LAP TIME,Jeff SIMON ELAPSED TIME,Satoru TERAO POSITION,Satoru TERAO LAP TIME,Satoru TERAO ELAPSED TIME,Paul WORTH POSITION,Paul WORTH LAP TIME,Paul WORTH ELAPSED TIME
1,6.740,6.740,2,6.890,6.890,3,6.997,6.997,4,7.203,7.203
1,9.042,15.782,3,9.286,16.176,2,9.143,16.139,4,9.107,16.310
1,8.864,24.646,4,9.077,25.253,2,8.609,24.748,3,8.654,24.964
1,8.711,33.357,4,8.619,33.872,2,8.795,33.543,3,8.728,33.692
1,8.925,42.282,4,9.244,43.115,2,8.960,42.504,3,8.861,42.552
