Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,Martin GEORGIEV POSITION,Martin GEORGIEV LAP TIME,Martin GEORGIEV ELAPSED TIME,Claudio RINALDI POSITION,Claudio RINALDI LAP TIME,Claudio RINALDI ELAPSED TIME,Zsolt KALAMAR KERTESZ POSITION,Zsolt KALAMAR KERTESZ LAP TIME,Zsolt KALAMAR KERTESZ ELAPSED TIME,Jorrit OOSTEN POSITION,Jorrit OOSTEN LAP TIME,Jorrit OOSTEN ELAPSED TIME
1,7.464,7.464,2,7.564,7.564,3,7.843,7.843,5,7.931,7.931,4,7.917,7.917
1,9.531,16.994,3,9.910,17.473,2,9.381,17.224,5,9.999,17.930,4,9.704,17.621
1,9.304,26.298,4,9.831,27.303,2,9.250,26.473,5,19.128,37.058,3,9.285,26.906
1,9.358,35.656,4,10.271,37.573,2,9.283,35.755,5,10.056,47.113,3,9.517,36.422
1,9.37,45.018,5,11.14,48.712,2,9.51,45.258,4,,46.692,3,9.48,45.894
