SIN da Woon POSITION,SIN da Woon LAP TIME,SIN da Woon ELAPSED TIME,Yoan GAUTHIER POSITION,Yoan GAUTHIER LAP TIME,Yoan GAUTHIER ELAPSED TIME,PIVIROTTO Ryan POSITION,PIVIROTTO Ryan LAP TIME,PIVIROTTO Ryan ELAPSED TIME,de LAAT Itzhak POSITION,de LAAT Itzhak LAP TIME,de LAAT Itzhak ELAPSED TIME
2,13.58,13.58,1,13.49,13.49,4,13.68,13.68,3,13.61,13.61
2,9.43,23.01,3,9.61,23.10,1,9.13,22.81,4,9.59,23.20
1,8.91,31.92,3,8.97,32.07,2,9.15,31.96,4,9.01,32.21
1,8.88,40.80,3,8.94,41.01,2,9.00,40.96,4,8.96,41.17
1,8.74,49.54,3,8.84,49.85,2,8.75,49.71,4,8.77,49.94
1,8.74,58.28,4,9.10,58.95,3,9.08,58.79,2,8.72,58.66
1,8.83,1:07.11,4,13.01,1:11.96,3,9.42,1:08.21,2,9.03,1:07.69
1,9.00,1:16.11,4,15.16,1:27.12,3,9.85,1:18.06,2,9.26,1:16.95
1,9.61,1:25.717,0,,PEN,3,10.68,1:28.731,2,9.77,1:26.719
