Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,Alex STANLEY POSITION,Alex STANLEY LAP TIME,Alex STANLEY ELAPSED TIME,Malwina ZAWADA POSITION,Malwina ZAWADA LAP TIME,Malwina ZAWADA ELAPSED TIME,Olga BELYAKOVA POSITION,Olga BELYAKOVA LAP TIME,Olga BELYAKOVA ELAPSED TIME
1,7.376,7.376,4,8.079,8.079,2,7.587,7.587,3,7.864,7.864
1,9.770,17.146,4,10.561,18.640,2,10.376,17.963,3,10.149,18.013
1,9.360,26.507,4,9.867,28.507,3,10.070,28.033,2,9.834,27.848
1,9.846,36.353,4,9.904,38.411,3,10.035,38.068,2,9.957,37.805
1,10.119,46.472,4,10.966,49.376,3,10.882,48.950,2,10.161,47.966
