Evgenia RADANOVA POSITION,Evgenia RADANOVA LAP TIME,Evgenia RADANOVA ELAPSED TIME,Ranya EZZI POSITION,Ranya EZZI LAP TIME,Ranya EZZI ELAPSED TIME,Julia RIEDEL POSITION,Julia RIEDEL LAP TIME,Julia RIEDEL ELAPSED TIME,YANG Shin-Young POSITION,YANG Shin-Young LAP TIME,YANG Shin-Young ELAPSED TIME
4,15.250,15.250,1,14.733,14.733,2,14.950,14.950,3,15.021,15.021
4,11.553,26.803,1,11.510,26.243,2,11.468,26.417,3,11.455,26.476
4,11.702,38.505,1,11.723,37.967,3,11.778,38.195,2,11.647,38.123
4,11.516,50.021,1,11.528,49.494,2,11.398,49.593,3,11.577,49.700
4,10.686,1:00.707,2,10.816,1:00.310,1,10.254,59.847,3,10.660,1:00.359
4,9.619,1:10.327,3,9.998,1:10.308,1,9.746,1:09.593,2,9.576,1:09.936
3,9.372,1:19.699,4,10.013,1:20.321,1,9.447,1:19.040,2,9.587,1:19.523
3,9.808,1:29.507,4,10.456,1:30.776,2,10.347,1:29.387,1,9.542,1:29.065
2,9.363,1:38.870,4,10.710,1:41.486,3,10.149,1:39.536,1,9.615,1:38.679
