Shaoang LIU POSITION,Shaoang LIU LAP TIME,Shaoang LIU ELAPSED TIME,KOIKE Katsunori POSITION,KOIKE Katsunori LAP TIME,KOIKE Katsunori ELAPSED TIME,Ivan RADEVIC POSITION,Ivan RADEVIC LAP TIME,Ivan RADEVIC ELAPSED TIME,Sean McANUFF POSITION,Sean McANUFF LAP TIME,Sean McANUFF ELAPSED TIME,KRUZBERGS Karlis POSITION,KRUZBERGS Karlis LAP TIME,KRUZBERGS Karlis ELAPSED TIME
1,6.73,6.73,3,7.14,7.14,4,7.44,7.44,2,7.13,7.13,5,7.53,7.53
1,8.73,15.46,2,8.99,16.13,4,9.10,16.54,3,9.25,16.38,5,9.12,16.65
1,8.36,23.82,2,8.58,24.71,4,8.72,25.26,3,8.82,25.20,5,8.76,25.41
1,8.63,32.45,2,8.78,33.49,4,8.85,34.11,3,8.89,34.09,5,8.73,34.14
1,8.83,41.28,2,9.07,42.56,5,9.40,43.495,4,9.27,43.347,3,8.92,43.051
