Olas IVANOV POSITION,Olas IVANOV LAP TIME,Olas IVANOV ELAPSED TIME,Jonas KAUFMANN-LUDWIG POSITION,Jonas KAUFMANN-LUDWIG LAP TIME,Jonas KAUFMANN-LUDWIG ELAPSED TIME,LEPAPE Sebastien POSITION,LEPAPE Sebastien LAP TIME,LEPAPE Sebastien ELAPSED TIME,Fedor ANDREYEV POSITION,Fedor ANDREYEV LAP TIME,Fedor ANDREYEV ELAPSED TIME,John-Henry KRUEGER POSITION,John-Henry KRUEGER LAP TIME,John-Henry KRUEGER ELAPSED TIME
5,14.39,14.39,2,13.86,13.86,4,14.25,14.25,3,14.11,14.11,1,13.85,13.85
5,10.96,25.35,2,11.00,24.86,4,10.90,25.15,3,10.89,25.00,1,10.86,24.71
5,10.38,35.73,2,10.32,35.18,4,10.28,35.43,3,10.34,35.34,1,10.36,35.07
5,10.13,45.86,2,10.15,45.33,3,9.94,45.37,4,10.09,45.43,1,10.16,45.23
5,10.11,55.97,4,9.81,55.14,1,9.31,54.68,3,9.58,55.01,2,9.61,54.84
5,10.11,1:06.08,4,9.66,1:04.80,1,9.06,1:03.74,3,9.13,1:04.14,2,9.08,1:03.92
5,10.47,1:16.55,4,10.03,1:14.83,1,9.15,1:12.89,3,9.03,1:13.17,2,9.05,1:12.97
5,10.32,1:26.87,4,10.44,1:25.27,1,9.15,1:22.04,3,9.26,1:22.43,2,9.29,1:22.26
5,10.48,1:37.347,4,10.99,1:36.258,1,9.51,1:31.548,3,9.45,1:31.876,2,9.54,1:31.793
