CONFORTOLA Yuri POSITION,CONFORTOLA Yuri LAP TIME,CONFORTOLA Yuri ELAPSED TIME,LEE June Seo POSITION,LEE June Seo LAP TIME,LEE June Seo ELAPSED TIME,HEO Andrew POSITION,HEO Andrew LAP TIME,HEO Andrew ELAPSED TIME,Joshua KAH POSITION,Joshua KAH LAP TIME,Joshua KAH ELAPSED TIME,KRUZBERGS Roberts POSITION,KRUZBERGS Roberts LAP TIME,KRUZBERGS Roberts ELAPSED TIME
1,12.97,12.97,2,13.13,13.13,4,13.29,13.29,5,13.44,13.44,3,13.20,13.20
1,9.66,22.63,2,9.66,22.79,4,9.62,22.91,5,9.67,23.11,3,9.69,22.89
1,9.25,31.88,2,9.21,32.00,4,9.34,32.25,5,9.29,32.40,3,9.21,32.10
1,9.14,41.02,2,9.16,41.16,4,9.11,41.36,5,9.09,41.49,3,9.14,41.24
1,9.02,50.04,2,8.96,50.12,4,8.98,50.34,5,8.97,50.46,3,8.89,50.13
1,8.90,58.94,2,8.92,59.04,4,8.96,59.30,5,8.95,59.41,3,9.00,59.13
1,8.83,1:07.77,1,8.73,1:07.77,4,8.84,1:08.14,5,9.02,1:08.43,3,8.81,1:07.94
2,8.86,1:16.63,1,8.75,1:16.52,4,8.99,1:17.13,5,8.97,1:17.40,3,8.83,1:16.77
2,8.92,1:25.55,1,8.85,1:25.37,4,9.27,1:26.40,5,9.17,1:26.57,3,8.91,1:25.68
