Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Serhiy LIFYRENKO POSITION,Serhiy LIFYRENKO LAP TIME,Serhiy LIFYRENKO ELAPSED TIME,HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,SHI Jingnan POSITION,SHI Jingnan LAP TIME,SHI Jingnan ELAPSED TIME
3,12.97,12.97,4,13.14,13.14,2,12.87,12.87,1,12.86,12.86
3,9.94,22.91,4,9.91,23.05,1,9.83,22.70,2,9.95,22.81
3,9.61,32.52,4,9.60,32.65,1,9.58,32.28,2,9.56,32.37
3,9.37,41.89,4,9.41,42.06,1,9.36,41.64,2,9.35,41.72
3,9.17,51.06,4,9.22,51.28,1,9.23,50.87,2,9.24,50.96
3,9.04,1:00.10,4,9.20,1:00.48,1,9.10,59.97,2,9.09,1:00.05
3,9.13,1:09.23,4,9.49,1:09.97,1,9.07,1:09.04,2,9.07,1:09.12
3,9.08,1:18.31,4,9.89,1:19.86,1,9.13,1:18.17,2,9.13,1:18.25
3,9.48,1:27.785,4,10.63,1:30.485,1,9.13,1:27.298,2,9.23,1:27.476
