Marina GEORGIEVA-NIKOLOVA POSITION,Marina GEORGIEVA-NIKOLOVA LAP TIME,Marina GEORGIEVA-NIKOLOVA ELAPSED TIME,Ayuko ITO POSITION,Ayuko ITO LAP TIME,Ayuko ITO ELAPSED TIME,Bernadett HEIDUM POSITION,Bernadett HEIDUM LAP TIME,Bernadett HEIDUM ELAPSED TIME,PARK Seung-Hi POSITION,PARK Seung-Hi LAP TIME,PARK Seung-Hi ELAPSED TIME
3,13.93,13.93,4,19.21,19.21,1,13.58,13.58,2,13.78,13.78
4,10.17,24.11,2,4.54,23.76,1,10.02,23.61,3,10.29,24.07
4,9.97,34.08,2,10.07,33.84,1,10.16,33.77,3,9.85,33.93
4,9.98,44.07,1,9.94,43.78,2,10.07,43.84,3,10.01,43.95
4,9.73,53.80,2,9.71,53.49,1,9.58,53.43,3,9.71,53.66
4,9.61,1:03.42,1,9.61,1:03.11,2,9.74,1:03.17,3,9.74,1:03.40
3,9.50,1:12.92,2,9.70,1:12.81,1,9.56,1:12.74,4,9.62,1:13.03
4,9.81,1:22.73,3,9.91,1:22.73,1,9.93,1:22.67,2,9.69,1:22.72
1,9.93,1:32.656,4,10.25,1:32.974,2,10.00,1:32.665,3,10.07,1:32.790
