Shinichi TAGAMI POSITION,Shinichi TAGAMI LAP TIME,Shinichi TAGAMI ELAPSED TIME,CONFORTOLA Yuri POSITION,CONFORTOLA Yuri LAP TIME,CONFORTOLA Yuri ELAPSED TIME,Paul HERRMANN POSITION,Paul HERRMANN LAP TIME,Paul HERRMANN ELAPSED TIME,Dariusz KULESZA POSITION,Dariusz KULESZA LAP TIME,Dariusz KULESZA ELAPSED TIME
2,6.810,6.810,3,7.118,7.118,4,7.483,7.483,1,6.658,6.658
2,9.425,16.235,3,9.287,16.405,4,9.064,16.547,1,9.113,15.770
4,9.343,25.578,2,9.064,25.468,3,8.975,25.522,1,9.190,24.959
3,9.223,34.801,2,9.077,34.544,4,9.318,34.840,1,9.288,34.247
4,9.47,44.264,3,9.67,44.208,1,9.27,44.106,2,9.88,44.119
