Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME,Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,KIKUCHI Moemi POSITION,KIKUCHI Moemi LAP TIME,KIKUCHI Moemi ELAPSED TIME,PIERRON Veronique POSITION,PIERRON Veronique LAP TIME,PIERRON Veronique ELAPSED TIME
1,7.23,7.23,2,7.41,7.41,4,8.10,8.10,3,7.60,7.60
1,9.49,16.72,2,9.41,16.82,4,9.82,17.92,3,9.34,16.94
1,8.84,25.56,2,8.86,25.68,4,9.14,27.06,3,8.76,25.70
1,8.99,34.55,3,9.26,34.94,4,9.29,36.35,2,9.18,34.88
1,9.29,43.833,2,9.67,44.606,4,9.61,45.957,3,9.80,44.681
