Matteo COMPAGNONI POSITION,Matteo COMPAGNONI LAP TIME,Matteo COMPAGNONI ELAPSED TIME,Michael GILDAY POSITION,Michael GILDAY LAP TIME,Michael GILDAY ELAPSED TIME,Jonathan GARCIA POSITION,Jonathan GARCIA LAP TIME,Jonathan GARCIA ELAPSED TIME,Daisuke UEMURA POSITION,Daisuke UEMURA LAP TIME,Daisuke UEMURA ELAPSED TIME
3,12.54,12.54,1,12.25,12.25,4,12.61,12.61,2,12.34,12.34
3,9.55,22.09,1,9.66,21.91,4,9.48,22.09,2,9.66,22.00
4,9.59,31.68,1,9.45,31.36,3,9.48,31.57,2,9.43,31.43
4,9.51,41.19,1,9.49,40.85,3,9.50,41.07,2,9.53,40.96
4,8.97,50.16,1,8.82,49.67,3,8.89,49.96,2,8.82,49.78
4,9.47,59.63,1,9.15,58.82,3,9.12,59.08,2,9.18,58.96
4,9.40,1:09.03,1,8.95,1:07.77,3,8.90,1:07.98,2,8.90,1:07.86
4,10.06,1:19.09,1,9.46,1:17.23,3,9.47,1:17.45,2,9.47,1:17.33
4,10.15,1:29.239,1,9.36,1:26.583,3,9.39,1:26.833,2,9.38,1:26.708
