Mariya IZAFATAVA POSITION,Mariya IZAFATAVA LAP TIME,Mariya IZAFATAVA ELAPSED TIME,WALTER Bianca POSITION,WALTER Bianca LAP TIME,WALTER Bianca ELAPSED TIME,Alica PORUBSKA POSITION,Alica PORUBSKA LAP TIME,Alica PORUBSKA ELAPSED TIME,SCHULTING Suzanne POSITION,SCHULTING Suzanne LAP TIME,SCHULTING Suzanne ELAPSED TIME
4,7.98,,2,7.68,7.68,3,7.85,7.85,1,7.37,7.37
4,9.68,,2,9.59,17.27,3,9.62,17.47,1,9.40,16.77
4,9.08,,2,9.01,26.28,3,9.08,26.55,1,8.99,25.76
4,9.18,,2,9.10,35.38,3,9.17,35.72,1,9.03,34.79
3,9.30,,2,9.30,44.68,4,9.54,45.26,1,9.26,44.05
