Rudy KOEK POSITION,Rudy KOEK LAP TIME,Rudy KOEK ELAPSED TIME,Aslan DAUMOV POSITION,Aslan DAUMOV LAP TIME,Aslan DAUMOV ELAPSED TIME,Jeremy MASSON POSITION,Jeremy MASSON LAP TIME,Jeremy MASSON ELAPSED TIME
3,14.290,14.290,2,14.210,14.210,1,14.010,14.010
3,10.550,24.840,2,10.390,24.610,1,10.500,24.510
3,10.700,35.550,2,10.860,35.470,1,10.770,35.280
3,10.980,46.530,1,10.730,46.200,2,10.940,46.220
3,10.250,56.790,2,10.490,56.690,1,10.370,56.590
1,9.890,1:06.680,2,10.000,1:06.700,3,10.110,1:06.700
1,9.430,1:16.120,2,10.070,1:16.780,3,10.070,1:16.780
1,9.970,1:26.100,3,10.320,1:27.100,2,10.270,1:27.050
1,10.100,1:36.200,3,10.670,1:37.770,2,10.510,1:37.560
