Anna JANSONE POSITION,Anna JANSONE LAP TIME,Anna JANSONE ELAPSED TIME,HAO Weiying POSITION,HAO Weiying LAP TIME,HAO Weiying ELAPSED TIME,SOPONKIJ Aye POSITION,SOPONKIJ Aye LAP TIME,SOPONKIJ Aye ELAPSED TIME,SOMODI Maja POSITION,SOMODI Maja LAP TIME,SOMODI Maja ELAPSED TIME,STODDARD Corinne POSITION,STODDARD Corinne LAP TIME,STODDARD Corinne ELAPSED TIME
4,14.95,14.95,2,14.74,14.74,5,15.06,15.06,1,14.61,14.61,3,14.85,14.85
4,11.42,26.37,2,11.37,26.11,5,11.44,26.50,1,11.37,25.98,3,11.40,26.25
4,10.57,36.94,2,10.58,36.69,5,10.60,37.10,1,10.62,36.60,3,10.58,36.83
4,9.89,46.83,2,9.97,46.66,5,10.02,47.12,1,9.98,46.58,3,9.93,46.76
4,9.85,56.68,1,9.66,56.32,5,10.04,57.16,2,9.75,56.33,3,9.70,56.46
4,9.65,1:06.33,1,9.50,1:05.82,5,10.45,1:07.61,2,9.75,1:06.08,2,9.62,1:06.08
4,9.70,1:16.03,2,9.65,1:15.47,5,10.96,1:18.57,3,9.76,1:15.84,1,9.20,1:15.28
4,9.98,1:26.01,2,9.75,1:25.22,5,11.97,1:30.54,3,10.06,1:25.90,1,9.48,1:24.76
0,10.20,1:36.21,2,10.03,1:35.25,5,12.05,1:42.59,0,10.27,1:36.17,1,9.82,1:34.58
