CASSINELLI Andrea POSITION,CASSINELLI Andrea LAP TIME,CASSINELLI Andrea ELAPSED TIME,NEMIRO Nikita POSITION,NEMIRO Nikita LAP TIME,NEMIRO Nikita ELAPSED TIME,MIGUNOV Dmitry POSITION,MIGUNOV Dmitry LAP TIME,MIGUNOV Dmitry ELAPSED TIME,TREACY Niall POSITION,TREACY Niall LAP TIME,TREACY Niall ELAPSED TIME,HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME
3,7.11,7.11,5,7.46,7.46,1,6.95,6.95,4,7.29,7.29,2,7.09,7.09
3,8.94,16.05,5,9.09,16.55,1,8.82,15.77,4,9.02,16.31,2,8.77,15.86
3,8.34,24.39,5,8.68,25.23,2,8.38,24.15,4,8.49,24.80,1,8.21,24.07
3,8.40,32.79,5,8.87,34.10,2,8.40,32.55,4,8.64,33.44,1,8.38,32.45
3,8.59,41.38,5,9.13,43.23,2,8.56,41.11,4,8.88,42.32,1,8.55,41.00
