Emily SCOTT POSITION,Emily SCOTT LAP TIME,Emily SCOTT ELAPSED TIME,Valerie LAMBERT POSITION,Valerie LAMBERT LAP TIME,Valerie LAMBERT ELAPSED TIME,Alex STANLEY POSITION,Alex STANLEY LAP TIME,Alex STANLEY ELAPSED TIME,Annita van DOORN POSITION,Annita van DOORN LAP TIME,Annita van DOORN ELAPSED TIME
2,14.14,14.14,1,14.06,14.06,3,14.24,14.24,4,14.39,14.39
2,10.77,24.91,1,10.80,24.86,3,10.75,24.99,4,10.71,25.10
2,10.24,35.15,1,10.21,35.07,3,10.29,35.28,4,10.29,35.39
2,9.99,45.14,1,9.99,45.06,3,9.95,45.23,4,9.95,45.34
2,9.96,55.10,1,9.96,55.02,3,9.96,55.19,4,9.97,55.31
2,9.99,1:05.09,1,9.96,1:04.98,3,10.02,1:05.21,4,9.99,1:05.30
2,9.87,1:14.96,1,9.90,1:14.88,3,9.86,1:15.07,4,9.87,1:15.17
2,10.16,1:25.12,1,10.18,1:25.06,3,10.10,1:25.17,4,10.06,1:25.23
2,10.48,1:35.600,1,10.52,1:35.576,4,10.79,1:35.957,3,10.39,1:35.613
