Edin BRANKOVIC POSITION,Edin BRANKOVIC LAP TIME,Edin BRANKOVIC ELAPSED TIME,Christoph MILZ POSITION,Christoph MILZ LAP TIME,Christoph MILZ ELAPSED TIME,BEAN Nicholas POSITION,BEAN Nicholas LAP TIME,BEAN Nicholas ELAPSED TIME,PIVNENKO Vadim POSITION,PIVNENKO Vadim LAP TIME,PIVNENKO Vadim ELAPSED TIME,Serhiy LIFYRENKO POSITION,Serhiy LIFYRENKO LAP TIME,Serhiy LIFYRENKO ELAPSED TIME
4,15.728,15.728,1,15.512,15.512,3,15.665,15.665,5,15.902,15.902,2,15.547,15.547
4,11.461,27.189,1,11.136,26.647,3,11.303,26.968,5,11.335,27.236,2,11.314,26.860
5,10.506,37.694,1,10.078,36.725,3,10.232,37.200,4,10.410,37.645,2,10.331,37.190
5,10.047,47.741,3,10.087,46.811,2,9.557,46.756,4,9.829,47.473,1,9.477,46.666
5,10.125,57.866,3,9.508,56.319,2,9.538,56.293,4,9.608,57.081,1,9.474,56.140
5,10.247,1:08.112,3,9.563,1:05.881,1,9.435,1:05.728,4,9.952,1:07.033,2,9.623,1:05.762
5,10.624,1:18.735,2,9.637,1:15.518,1,9.308,1:15.036,4,10.491,1:17.523,3,9.781,1:15.543
5,11.051,1:29.785,2,9.898,1:25.415,1,9.517,1:24.552,4,11.057,1:28.579,3,10.272,1:25.814
5,10.68,1:40.458,2,9.98,1:35.390,1,9.86,1:34.407,4,10.89,1:39.461,3,10.76,1:36.568
