LEE Ho-Suk POSITION,LEE Ho-Suk LAP TIME,LEE Ho-Suk ELAPSED TIME,Denis BELLOTTI POSITION,Denis BELLOTTI LAP TIME,Denis BELLOTTI ELAPSED TIME,Mathieu GIROUX POSITION,Mathieu GIROUX LAP TIME,Mathieu GIROUX ELAPSED TIME,Takahiro FUJIMOTO POSITION,Takahiro FUJIMOTO LAP TIME,Takahiro FUJIMOTO ELAPSED TIME
2,6.678,6.678,1,5.821,5.821,4,7.024,7.024,3,6.766,6.766
3,9.102,15.779,1,9.823,15.644,4,12.959,19.983,2,8.920,15.685
3,8.942,24.721,1,8.775,24.418,4,10.485,30.467,2,8.935,24.620
3,8.872,33.592,1,8.427,32.845,4,9.155,39.622,2,8.814,33.434
1,8.99,42.578,3,10.18,43.019,4,10.11,49.723,2,9.57,42.996
