Augustin GERE POSITION,Augustin GERE LAP TIME,Augustin GERE ELAPSED TIME,Charle COURNOYER POSITION,Charle COURNOYER LAP TIME,Charle COURNOYER ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,PETRE Ward POSITION,PETRE Ward LAP TIME,PETRE Ward ELAPSED TIME
3,13.65,13.65,2,13.55,13.55,1,13.36,13.36,4,13.76,13.76
4,9.78,23.43,1,9.64,23.19,2,9.93,23.29,3,9.66,23.42
4,9.64,33.07,1,9.58,32.77,2,9.57,32.86,3,9.53,32.95
4,9.39,42.46,1,9.45,42.22,2,9.44,42.30,3,9.44,42.39
4,9.16,51.62,1,9.12,51.34,2,9.13,51.43,3,9.13,51.52
4,9.10,1:00.72,1,9.06,1:00.40,2,9.05,1:00.48,3,9.03,1:00.55
4,8.98,1:09.70,1,8.97,1:09.37,2,8.97,1:09.45,3,8.99,1:09.54
4,8.86,1:18.56,1,8.89,1:18.26,2,8.90,1:18.35,3,8.91,1:18.45
4,8.98,1:27.54,1,9.01,1:27.27,2,8.96,1:27.31,3,8.98,1:27.43
