Sebastian CANO POSITION,Sebastian CANO LAP TIME,Sebastian CANO ELAPSED TIME,Roberts ZVEJNIEKS POSITION,Roberts ZVEJNIEKS LAP TIME,Roberts ZVEJNIEKS ELAPSED TIME,JUNG Hyun Woo (Andy) POSITION,JUNG Hyun Woo (Andy) LAP TIME,JUNG Hyun Woo (Andy) ELAPSED TIME,Jacob JANSSON POSITION,Jacob JANSSON LAP TIME,Jacob JANSSON ELAPSED TIME
3,7.11,7.11,2,7.03,7.03,1,7.00,7.00,4,7.34,7.34
3,9.36,16.47,1,8.82,15.85,2,9.10,16.10,4,9.22,16.56
3,8.77,25.24,1,8.49,24.34,2,8.56,24.66,4,8.76,25.32
3,8.90,34.14,1,8.66,33.00,2,8.51,33.17,4,8.90,34.22
4,9.46,43.584,1,8.93,41.917,2,8.83,41.992,3,9.09,43.307
