Mark JACKSON POSITION,Mark JACKSON LAP TIME,Mark JACKSON ELAPSED TIME,LI Ye POSITION,LI Ye LAP TIME,LI Ye ELAPSED TIME,Joshua MARDEN POSITION,Joshua MARDEN LAP TIME,Joshua MARDEN ELAPSED TIME,Nikolay STANCHEV POSITION,Nikolay STANCHEV LAP TIME,Nikolay STANCHEV ELAPSED TIME,Yaroslav KARPOUKHIN POSITION,Yaroslav KARPOUKHIN LAP TIME,Yaroslav KARPOUKHIN ELAPSED TIME
2,13.799,13.799,1,13.701,13.701,5,14.191,14.191,3,13.913,13.913,4,14.119,14.119
3,10.613,24.411,1,10.497,24.198,5,10.433,24.624,2,10.417,24.330,4,10.321,24.440
3,9.928,34.339,1,10.003,34.200,5,9.960,34.584,4,10.048,34.378,2,9.768,34.208
3,9.567,43.906,1,9.596,43.796,4,9.485,44.068,5,9.776,44.154,2,9.627,43.835
3,9.646,53.551,1,9.598,53.393,5,9.681,53.749,4,9.470,53.624,2,9.605,53.439
3,9.798,1:03.349,1,9.775,1:03.168,4,9.797,1:03.546,5,9.990,1:03.613,2,9.789,1:03.227
3,9.760,1:13.108,1,9.478,1:12.646,5,9.745,1:13.290,4,9.510,1:13.123,2,9.784,1:13.011
3,9.631,1:22.738,1,9.851,1:22.496,5,9.644,1:22.934,4,9.697,1:22.820,2,9.591,1:22.602
4,20.79,1:43.522,1,10.28,1:32.771,2,10.18,1:33.112,3,11.01,1:33.828,0,,DQ
