WANG Hong Yang POSITION,WANG Hong Yang LAP TIME,WANG Hong Yang ELAPSED TIME,Sergey PRANKEVICH POSITION,Sergey PRANKEVICH LAP TIME,Sergey PRANKEVICH ELAPSED TIME,Aliaksandr ANTANENKA POSITION,Aliaksandr ANTANENKA LAP TIME,Aliaksandr ANTANENKA ELAPSED TIME,Richard SHOEBRIDGE POSITION,Richard SHOEBRIDGE LAP TIME,Richard SHOEBRIDGE ELAPSED TIME
2,7.02,7.02,3,7.04,7.04,4,7.18,7.18,1,6.93,6.93
3,9.25,16.28,2,9.18,16.23,4,9.42,16.61,1,9.04,15.97
1,8.52,24.81,3,8.68,24.91,4,8.73,25.35,2,8.85,24.83
2,8.73,33.54,3,8.73,33.64,4,9.22,34.57,1,8.53,33.36
2,8.84,42.380,3,8.84,42.471,4,9.70,44.266,1,8.98,42.338
