Richard SHOEBRIDGE POSITION,Richard SHOEBRIDGE LAP TIME,Richard SHOEBRIDGE ELAPSED TIME,PARK Se Yeong POSITION,PARK Se Yeong LAP TIME,PARK Se Yeong ELAPSED TIME,Artem KOZLOV POSITION,Artem KOZLOV LAP TIME,Artem KOZLOV ELAPSED TIME,Dan IWASA POSITION,Dan IWASA LAP TIME,Dan IWASA ELAPSED TIME,CASSINELLI Andrea POSITION,CASSINELLI Andrea LAP TIME,CASSINELLI Andrea ELAPSED TIME
1,12.85,12.85,2,13.00,13.00,3,13.07,13.07,5,13.37,13.37,4,13.18,13.18
1,10.15,23.00,2,10.12,23.12,3,10.12,23.19,4,9.93,23.30,5,10.19,23.37
1,10.08,33.08,2,10.05,33.17,3,10.08,33.27,4,10.09,33.39,5,10.13,33.50
1,9.77,42.85,2,9.80,42.97,3,9.86,43.13,4,9.81,43.20,5,9.72,43.22
3,9.21,52.06,1,8.93,51.90,2,8.92,52.05,5,9.20,52.40,4,8.99,52.21
3,8.88,1:00.94,1,8.79,1:00.69,2,8.75,1:00.80,5,8.73,1:01.13,4,8.86,1:01.07
3,8.81,1:09.75,1,8.77,1:09.46,2,8.75,1:09.55,5,8.82,1:09.95,4,8.80,1:09.87
3,9.19,1:18.94,1,8.90,1:18.36,2,8.87,1:18.42,5,9.09,1:19.04,4,9.12,1:18.99
3,9.56,1:28.487,1,9.28,1:27.64,2,9.29,1:27.71,5,9.93,1:28.943,4,9.54,1:28.519
