ZHAO Nannan POSITION,ZHAO Nannan LAP TIME,ZHAO Nannan ELAPSED TIME,Marina GEORGIEVA-NIKOLOVA POSITION,Marina GEORGIEVA-NIKOLOVA LAP TIME,Marina GEORGIEVA-NIKOLOVA ELAPSED TIME,Andrea DO-DUC POSITION,Andrea DO-DUC LAP TIME,Andrea DO-DUC ELAPSED TIME,KIM Dam Min POSITION,KIM Dam Min LAP TIME,KIM Dam Min ELAPSED TIME
1,7.25,7.25,3,7.65,7.65,2,7.40,7.40,4,7.68,7.68
1,9.29,16.54,4,9.73,17.38,2,9.49,16.89,3,9.52,17.20
1,9.22,25.76,4,9.24,26.62,2,9.38,26.27,3,9.25,26.45
1,9.09,34.85,4,9.14,35.76,3,9.25,35.52,2,9.05,35.50
1,9.51,44.356,4,9.80,45.558,3,9.89,45.402,2,9.61,45.105
