LEE Seung-Jae POSITION,LEE Seung-Jae LAP TIME,LEE Seung-Jae ELAPSED TIME,Jean Charles MATTEI POSITION,Jean Charles MATTEI LAP TIME,Jean Charles MATTEI ELAPSED TIME,Jean-Francois MONETTE POSITION,Jean-Francois MONETTE LAP TIME,Jean-Francois MONETTE ELAPSED TIME,Apolo Anton OHNO POSITION,Apolo Anton OHNO LAP TIME,Apolo Anton OHNO ELAPSED TIME
2,6.675,6.675,4,6.990,6.990,1,6.534,6.534,3,6.828,6.828
2,8.670,15.345,4,8.871,15.860,1,8.780,15.314,3,8.765,15.592
2,8.680,24.025,4,8.587,24.447,1,8.502,23.815,3,8.541,24.133
3,8.735,32.760,4,8.926,33.372,1,8.760,32.575,2,8.626,32.758
2,8.96,41.717,4,9.13,42.496,1,8.98,41.551,3,9.15,41.900
