Vera ANTANENKA POSITION,Vera ANTANENKA LAP TIME,Vera ANTANENKA ELAPSED TIME,Safiya VLASOVA POSITION,Safiya VLASOVA LAP TIME,Safiya VLASOVA ELAPSED TIME,KONYA Zsofia POSITION,KONYA Zsofia LAP TIME,KONYA Zsofia ELAPSED TIME,Tatiana BORODULINA POSITION,Tatiana BORODULINA LAP TIME,Tatiana BORODULINA ELAPSED TIME
4,7.83,7.83,1,7.63,7.63,2,7.66,7.66,3,7.82,7.82
3,10.07,17.90,2,10.06,17.69,4,24.62,32.28,1,9.78,17.60
3,9.73,27.63,2,9.81,27.50,4,13.30,45.58,1,9.36,26.96
3,9.63,37.26,2,9.71,37.21,4,10.90,56.48,1,9.45,36.41
3,9.96,47.217,2,9.94,47.143,4,10.88,1:07.351,1,9.70,46.104
